message_id,conversation_id,match_id,sender_id,sender_type,receiver_id,receiver_type,message_type,message_content,timestamp,message_status,response_time_minutes,attachment_count,is_edited,edit_timestamp,encryption_key
MSG_148_5,CONV_148,MATCH_23,ALUMNI_M5729,mentor,S3447,mentee,voice_note,Sample message content 5 in conversation 148,2026-05-01 12:22:17.715141,read,85.0,2,True,,enc_key_68bc736d529610d8
MSG_148_6,CONV_148,MATCH_23,S3447,mentee,ALUMNI_M5729,mentor,file,Sample message content 6 in conversation 148,2026-05-03 20:22:17.715173,sent,1030.0,1,False,,enc_key_ac1e2bf1c33aeea8
MSG_148_7,CONV_148,MATCH_23,ALUMNI_M5729,mentor,S3447,mentee,text,Sample message content 7 in conversation 148,2026-05-06 10:22:17.715204,replied,544.0,2,False,2026-04-24 11:22:17.715218,enc_key_3e62f9f7a5529cff
MSG_148_8,CONV_148,MATCH_23,S3447,mentee,ALUMNI_M5729,mentor,schedule_request,Sample message content 8 in conversation 148,2026-04-09 22:22:17.715252,replied,1095.0,2,True,,enc_key_325fc535051957ea
MSG_148_9,CONV_148,MATCH_23,S3447,mentee,ALUMNI_M5729,mentor,video_call,Sample message content 9 in conversation 148,2026-04-26 20:22:17.715284,sent,50.0,2,False,,enc_key_c5731f5b15e19402
MSG_148_10,CONV_148,MATCH_23,S3447,mentee,ALUMNI_M5729,mentor,file,Sample message content 10 in conversation 148,2026-04-13 17:22:17.715315,read,1044.0,2,True,,enc_key_e63ebd3fb8b72edf
MSG_148_11,CONV_148,MATCH_23,ALUMNI_M5729,mentor,S3447,mentee,text,Sample message content 11 in conversation 148,2026-04-08 16:22:17.715351,replied,865.0,0,True,,enc_key_5418ce3e92dd19cb
MSG_148_12,CONV_148,MATCH_23,ALUMNI_M5729,mentor,S3447,mentee,text,Sample message content 12 in conversation 148,2026-04-06 10:22:17.715383,replied,827.0,2,True,,enc_key_8cd306a4d671c459
MSG_148_13,CONV_148,MATCH_23,S3447,mentee,ALUMNI_M5729,mentor,file,Sample message content 13 in conversation 148,2026-04-22 07:22:17.715415,delivered,889.0,1,True,,enc_key_386aaa78832b700e
MSG_148_14,CONV_148,MATCH_23,S3447,mentee,ALUMNI_M5729,mentor,file,Sample message content 14 in conversation 148,2026-04-23 22:22:17.715445,delivered,718.0,1,False,,enc_key_2c706a2d8d260ce0
MSG_148_15,CONV_148,MATCH_23,ALUMNI_M5729,mentor,S3447,mentee,text,Sample message content 15 in conversation 148,2026-05-05 08:22:17.715476,read,1207.0,0,True,,enc_key_de0bdecad685c1ad
MSG_148_16,CONV_148,MATCH_23,ALUMNI_M5729,mentor,S3447,mentee,video_call,Sample message content 16 in conversation 148,2026-04-08 15:22:17.715510,replied,1239.0,0,True,,enc_key_2046871c391bfeb1
MSG_148_17,CONV_148,MATCH_23,ALUMNI_M5729,mentor,S3447,mentee,video_call,Sample message content 17 in conversation 148,2026-04-22 04:22:17.715541,read,655.0,0,True,,enc_key_b68b53f8ec85b879
MSG_148_18,CONV_148,MATCH_23,ALUMNI_M5729,mentor,S3447,mentee,schedule_request,Sample message content 18 in conversation 148,2026-05-03 09:22:17.715571,sent,906.0,3,True,,enc_key_b6d4a54bba1308fd
MSG_148_19,CONV_148,MATCH_23,S3447,mentee,ALUMNI_M5729,mentor,text,Sample message content 19 in conversation 148,2026-04-30 19:22:17.715602,replied,13.0,1,False,2026-04-17 11:22:17.715616,enc_key_24221b877b7de1f0
MSG_149_0,CONV_149,MATCH_8026,M3791,mentor,S2042,mentee,schedule_request,Sample message content 0 in conversation 149,2026-04-10 23:22:17.718418,replied,,0,False,,enc_key_59bbe93ffb6d3209
MSG_149_1,CONV_149,MATCH_8026,S2042,mentee,M3791,mentor,voice_note,Sample message content 1 in conversation 149,2026-04-24 14:22:17.718473,replied,1202.0,1,True,,enc_key_c6ac65d2e6916149
MSG_150_0,CONV_150,MATCH_7950,M3845,mentor,S390,mentee,voice_note,Sample message content 0 in conversation 150,2026-05-03 23:22:17.720256,replied,,2,False,,enc_key_907a17b2169fc348
MSG_150_1,CONV_150,MATCH_7950,S390,mentee,M3845,mentor,video_call,Sample message content 1 in conversation 150,2026-04-28 16:22:17.720307,delivered,268.0,1,False,2026-04-07 11:22:17.720324,enc_key_d36cb75747a8fec0
MSG_150_2,CONV_150,MATCH_7950,S390,mentee,M3845,mentor,text,Sample message content 2 in conversation 150,2026-04-15 05:22:17.720356,sent,1074.0,3,True,2026-04-20 11:22:17.720370,enc_key_b9541ac6336c7806
MSG_150_3,CONV_150,MATCH_7950,S390,mentee,M3845,mentor,voice_note,Sample message content 3 in conversation 150,2026-04-23 03:22:17.720394,delivered,872.0,1,False,,enc_key_0b6632f9fc032776
MSG_150_4,CONV_150,MATCH_7950,S390,mentee,M3845,mentor,video_call,Sample message content 4 in conversation 150,2026-05-03 16:22:17.720428,read,88.0,3,True,,enc_key_2a2cde416ecbd46d
MSG_150_5,CONV_150,MATCH_7950,S390,mentee,M3845,mentor,video_call,Sample message content 5 in conversation 150,2026-04-26 03:22:17.720459,delivered,62.0,0,True,,enc_key_6cf4db2002f4900c
MSG_150_6,CONV_150,MATCH_7950,M3845,mentor,S390,mentee,video_call,Sample message content 6 in conversation 150,2026-04-17 23:22:17.720491,replied,1187.0,1,True,,enc_key_82749d05d898ab68
MSG_150_7,CONV_150,MATCH_7950,S390,mentee,M3845,mentor,file,Sample message content 7 in conversation 150,2026-04-08 15:22:17.720523,delivered,233.0,2,False,,enc_key_f24a34f842eda711
MSG_150_8,CONV_150,MATCH_7950,S390,mentee,M3845,mentor,file,Sample message content 8 in conversation 150,2026-04-18 06:22:17.720554,read,618.0,1,False,,enc_key_346d2b791441863d
MSG_150_9,CONV_150,MATCH_7950,S390,mentee,M3845,mentor,voice_note,Sample message content 9 in conversation 150,2026-05-04 01:22:17.720592,replied,774.0,1,False,,enc_key_765edfaebbe958cc
MSG_150_10,CONV_150,MATCH_7950,S390,mentee,M3845,mentor,video_call,Sample message content 10 in conversation 150,2026-04-30 06:22:17.720623,delivered,770.0,0,False,,enc_key_c373a7cec7b3ce42
MSG_151_0,CONV_151,MATCH_9566,ALUMNI_M4562,mentor,S706,mentee,voice_note,Sample message content 0 in conversation 151,2026-04-28 21:22:17.721324,sent,,3,True,,enc_key_9b433a19093ee98b
MSG_151_1,CONV_151,MATCH_9566,ALUMNI_M4562,mentor,S706,mentee,file,Sample message content 1 in conversation 151,2026-05-04 02:22:17.721374,delivered,636.0,3,True,,enc_key_bf76fbcec4d3afcb
MSG_151_2,CONV_151,MATCH_9566,ALUMNI_M4562,mentor,S706,mentee,file,Sample message content 2 in conversation 151,2026-04-23 05:22:17.721409,read,807.0,2,True,,enc_key_103dd95f8bb33ff1
MSG_151_3,CONV_151,MATCH_9566,S706,mentee,ALUMNI_M4562,mentor,voice_note,Sample message content 3 in conversation 151,2026-05-05 09:22:17.721442,replied,655.0,0,True,,enc_key_dfa5dd72387b4c16
MSG_152_0,CONV_152,MATCH_3194,S4845,mentee,M4838,mentor,file,Sample message content 0 in conversation 152,2026-05-04 19:22:17.725203,delivered,,1,False,,enc_key_d1c32c09f952c0e3
MSG_152_1,CONV_152,MATCH_3194,M4838,mentor,S4845,mentee,voice_note,Sample message content 1 in conversation 152,2026-04-12 14:22:17.725267,read,975.0,0,False,,enc_key_5d0bc7dbac62e67f
MSG_152_2,CONV_152,MATCH_3194,M4838,mentor,S4845,mentee,file,Sample message content 2 in conversation 152,2026-04-24 13:22:17.725305,replied,711.0,2,True,,enc_key_504dd07fa31d2068
MSG_152_3,CONV_152,MATCH_3194,M4838,mentor,S4845,mentee,video_call,Sample message content 3 in conversation 152,2026-04-29 19:22:17.725338,delivered,1258.0,1,True,2026-04-29 11:22:17.725358,enc_key_15bd6c0cc5627db9
MSG_153_0,CONV_153,MATCH_6212,S2854,mentee,ALUMNI_M1361,mentor,text,Sample message content 0 in conversation 153,2026-04-19 16:22:17.726047,sent,,3,True,,enc_key_7e5ce1223678d686
MSG_153_1,CONV_153,MATCH_6212,ALUMNI_M1361,mentor,S2854,mentee,text,Sample message content 1 in conversation 153,2026-04-15 04:22:17.726095,delivered,985.0,0,True,,enc_key_ed2a848538cdcacd
MSG_153_2,CONV_153,MATCH_6212,S2854,mentee,ALUMNI_M1361,mentor,schedule_request,Sample message content 2 in conversation 153,2026-04-10 07:22:17.726132,replied,233.0,3,False,,enc_key_b799949d43836817
MSG_153_3,CONV_153,MATCH_6212,S2854,mentee,ALUMNI_M1361,mentor,schedule_request,Sample message content 3 in conversation 153,2026-04-28 17:22:17.726164,sent,1419.0,1,True,,enc_key_33bd857ba2361ba4
MSG_153_4,CONV_153,MATCH_6212,S2854,mentee,ALUMNI_M1361,mentor,text,Sample message content 4 in conversation 153,2026-04-19 17:22:17.726196,replied,55.0,2,True,,enc_key_b60cd2a58c22d9f5
MSG_153_5,CONV_153,MATCH_6212,S2854,mentee,ALUMNI_M1361,mentor,video_call,Sample message content 5 in conversation 153,2026-05-03 05:22:17.726227,read,353.0,3,False,,enc_key_c6d4806646dfb94d
MSG_153_6,CONV_153,MATCH_6212,ALUMNI_M1361,mentor,S2854,mentee,voice_note,Sample message content 6 in conversation 153,2026-04-16 05:22:17.726267,sent,18.0,1,True,,enc_key_59ea0ba0644a9f89
MSG_154_0,CONV_154,MATCH_2313,S2741,mentee,M4230,mentor,schedule_request,Sample message content 0 in conversation 154,2026-04-27 21:22:17.729013,sent,,3,True,,enc_key_6c61d38ff903406a
MSG_154_1,CONV_154,MATCH_2313,M4230,mentor,S2741,mentee,voice_note,Sample message content 1 in conversation 154,2026-04-07 23:22:17.729063,replied,698.0,2,False,,enc_key_ffb6c65fd7291305
MSG_154_2,CONV_154,MATCH_2313,S2741,mentee,M4230,mentor,file,Sample message content 2 in conversation 154,2026-04-07 08:22:17.729100,replied,540.0,2,False,,enc_key_769db4bc31552db8
MSG_154_3,CONV_154,MATCH_2313,M4230,mentor,S2741,mentee,file,Sample message content 3 in conversation 154,2026-04-05 18:22:17.729140,replied,1015.0,0,True,,enc_key_0bccc425322e36a5
MSG_154_4,CONV_154,MATCH_2313,M4230,mentor,S2741,mentee,text,Sample message content 4 in conversation 154,2026-04-10 07:22:17.729174,delivered,1167.0,2,True,2026-04-17 11:22:17.729187,enc_key_ab22119bb50feb52
MSG_154_5,CONV_154,MATCH_2313,S2741,mentee,M4230,mentor,text,Sample message content 5 in conversation 154,2026-04-10 01:22:17.729212,sent,929.0,1,False,,enc_key_1ca634b99cd09627
MSG_154_6,CONV_154,MATCH_2313,S2741,mentee,M4230,mentor,text,Sample message content 6 in conversation 154,2026-05-03 21:22:17.729255,delivered,244.0,1,False,,enc_key_64cc037bceb85848
MSG_154_7,CONV_154,MATCH_2313,S2741,mentee,M4230,mentor,file,Sample message content 7 in conversation 154,2026-05-01 02:22:17.729286,sent,692.0,3,False,,enc_key_f0ac7d0cafdb2fd6
MSG_154_8,CONV_154,MATCH_2313,M4230,mentor,S2741,mentee,video_call,Sample message content 8 in conversation 154,2026-04-29 05:22:17.729317,sent,205.0,0,True,,enc_key_524750b48f7e65e5
MSG_154_9,CONV_154,MATCH_2313,S2741,mentee,M4230,mentor,schedule_request,Sample message content 9 in conversation 154,2026-04-23 10:22:17.729348,replied,1054.0,2,False,,enc_key_5fa348fa2e318a6f
MSG_154_10,CONV_154,MATCH_2313,S2741,mentee,M4230,mentor,video_call,Sample message content 10 in conversation 154,2026-04-29 03:22:17.729380,delivered,17.0,3,False,2026-04-28 11:22:17.729393,enc_key_fe5c9c55b119fa93
MSG_155_0,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,schedule_request,Sample message content 0 in conversation 155,2026-04-27 05:22:17.730079,read,,2,True,,enc_key_efe67fc48043a73a
MSG_155_1,CONV_155,MATCH_6729,S3237,mentee,M4549,mentor,voice_note,Sample message content 1 in conversation 155,2026-04-07 21:22:17.730125,delivered,1124.0,0,True,,enc_key_0b23b9a76d4cd439
MSG_155_2,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,file,Sample message content 2 in conversation 155,2026-04-08 02:22:17.730166,delivered,640.0,1,True,,enc_key_f5b1f81b3708a259
MSG_155_3,CONV_155,MATCH_6729,S3237,mentee,M4549,mentor,schedule_request,Sample message content 3 in conversation 155,2026-04-23 14:22:17.730198,delivered,459.0,0,False,2026-04-25 11:22:17.730213,enc_key_5fc468485669db0b
MSG_155_4,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,voice_note,Sample message content 4 in conversation 155,2026-05-02 15:22:17.730238,sent,836.0,3,True,,enc_key_530b46859a69a562
MSG_155_5,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,text,Sample message content 5 in conversation 155,2026-04-06 12:22:17.730285,replied,1317.0,1,False,,enc_key_3bdc8c262ed75bde
MSG_155_6,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,schedule_request,Sample message content 6 in conversation 155,2026-04-28 22:22:17.730316,read,876.0,3,True,2026-04-29 11:22:17.730331,enc_key_682e68eb098d6c47
MSG_155_7,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,video_call,Sample message content 7 in conversation 155,2026-05-03 09:22:17.730356,sent,466.0,3,False,,enc_key_d1e7ec735f7b6b2e
MSG_155_8,CONV_155,MATCH_6729,S3237,mentee,M4549,mentor,video_call,Sample message content 8 in conversation 155,2026-04-23 06:22:17.730387,replied,588.0,0,True,,enc_key_fb99c3525e81ce1e
MSG_155_9,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,schedule_request,Sample message content 9 in conversation 155,2026-04-14 01:22:17.730418,delivered,683.0,1,False,,enc_key_f0ed41f4b21c65e8
MSG_155_10,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,file,Sample message content 10 in conversation 155,2026-05-01 03:22:17.730449,delivered,1123.0,3,False,,enc_key_7bfb192ca635a0b0
MSG_155_11,CONV_155,MATCH_6729,S3237,mentee,M4549,mentor,text,Sample message content 11 in conversation 155,2026-04-21 00:22:17.730483,read,955.0,3,False,,enc_key_21ff33c95a885682
MSG_155_12,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,file,Sample message content 12 in conversation 155,2026-04-29 16:22:17.730517,read,780.0,2,False,2026-04-10 11:22:17.730531,enc_key_4eca01a9ca7f197c
MSG_155_13,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,schedule_request,Sample message content 13 in conversation 155,2026-04-22 11:22:17.730554,delivered,1121.0,1,False,2026-04-29 11:22:17.730567,enc_key_a56ef526a2eb2d98
MSG_155_14,CONV_155,MATCH_6729,S3237,mentee,M4549,mentor,voice_note,Sample message content 14 in conversation 155,2026-05-01 10:22:17.730592,delivered,196.0,0,False,,enc_key_f0b2430a02f83b89
MSG_155_15,CONV_155,MATCH_6729,S3237,mentee,M4549,mentor,voice_note,Sample message content 15 in conversation 155,2026-04-21 17:22:17.730623,replied,422.0,1,False,2026-04-24 11:22:17.730637,enc_key_3879f7a2ee9e4da5
MSG_155_16,CONV_155,MATCH_6729,M4549,mentor,S3237,mentee,voice_note,Sample message content 16 in conversation 155,2026-04-30 08:22:17.730660,read,1118.0,3,True,,enc_key_cd86b08121aed9ab
MSG_156_0,CONV_156,MATCH_5912,ALUMNI_M1448,mentor,S2348,mentee,schedule_request,Sample message content 0 in conversation 156,2026-04-09 21:22:17.732413,replied,,0,True,,enc_key_e237c3253e7600dd
MSG_156_1,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,voice_note,Sample message content 1 in conversation 156,2026-04-18 23:22:17.732464,read,347.0,3,True,,enc_key_2ec36d8daf872029
MSG_156_2,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,file,Sample message content 2 in conversation 156,2026-04-08 07:22:17.732501,read,23.0,2,True,,enc_key_2ca45d1ced28aed6
MSG_156_3,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,voice_note,Sample message content 3 in conversation 156,2026-04-29 02:22:17.732535,replied,1370.0,0,True,,enc_key_388a4c2bf94c1e5d
MSG_156_4,CONV_156,MATCH_5912,ALUMNI_M1448,mentor,S2348,mentee,video_call,Sample message content 4 in conversation 156,2026-04-14 10:22:17.732568,delivered,328.0,3,True,,enc_key_a43778131116fab5
MSG_156_5,CONV_156,MATCH_5912,ALUMNI_M1448,mentor,S2348,mentee,text,Sample message content 5 in conversation 156,2026-04-29 16:22:17.732606,delivered,594.0,3,True,2026-04-29 11:22:17.732621,enc_key_f3970b292a4867bc
MSG_156_6,CONV_156,MATCH_5912,ALUMNI_M1448,mentor,S2348,mentee,text,Sample message content 6 in conversation 156,2026-04-11 05:22:17.732645,replied,40.0,2,True,2026-04-25 11:22:17.732659,enc_key_291baebfa4bfb8af
MSG_156_7,CONV_156,MATCH_5912,ALUMNI_M1448,mentor,S2348,mentee,text,Sample message content 7 in conversation 156,2026-04-11 01:22:17.732686,read,1224.0,1,False,,enc_key_232b028565b0a813
MSG_156_8,CONV_156,MATCH_5912,ALUMNI_M1448,mentor,S2348,mentee,file,Sample message content 8 in conversation 156,2026-04-10 08:22:17.732735,replied,1302.0,0,True,,enc_key_0c3e1555bcff5463
MSG_156_9,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,video_call,Sample message content 9 in conversation 156,2026-04-16 12:22:17.732767,delivered,1262.0,2,False,,enc_key_f186c5e5924c37c1
MSG_156_10,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,file,Sample message content 10 in conversation 156,2026-04-07 21:22:17.732801,delivered,825.0,2,False,2026-04-16 11:22:17.732814,enc_key_ca8651eb2cb04ba0
MSG_156_11,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,voice_note,Sample message content 11 in conversation 156,2026-04-21 19:22:17.732838,delivered,102.0,0,False,2026-05-01 11:22:17.732852,enc_key_3ae3d31b5e64f531
MSG_156_12,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,file,Sample message content 12 in conversation 156,2026-04-16 03:22:17.732876,read,1347.0,2,True,,enc_key_bef2da98759c9dec
MSG_156_13,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,schedule_request,Sample message content 13 in conversation 156,2026-04-27 14:22:17.732907,delivered,322.0,1,True,,enc_key_dace925cc8359fb3
MSG_156_14,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,voice_note,Sample message content 14 in conversation 156,2026-04-14 22:22:17.732937,sent,1156.0,1,False,,enc_key_2657a22198856693
MSG_156_15,CONV_156,MATCH_5912,S2348,mentee,ALUMNI_M1448,mentor,voice_note,Sample message content 15 in conversation 156,2026-04-15 13:22:17.732973,sent,847.0,1,True,,enc_key_2ff06a571767ed0e
MSG_156_16,CONV_156,MATCH_5912,ALUMNI_M1448,mentor,S2348,mentee,schedule_request,Sample message content 16 in conversation 156,2026-04-08 15:22:17.733004,delivered,27.0,0,True,,enc_key_1837d9da1fa5e17e
MSG_156_17,CONV_156,MATCH_5912,ALUMNI_M1448,mentor,S2348,mentee,voice_note,Sample message content 17 in conversation 156,2026-04-17 08:22:17.733034,sent,428.0,1,True,2026-04-22 11:22:17.733047,enc_key_b1dfce84958860f4
MSG_156_18,CONV_156,MATCH_5912,ALUMNI_M1448,mentor,S2348,mentee,voice_note,Sample message content 18 in conversation 156,2026-04-10 04:22:17.733071,read,344.0,3,True,2026-04-27 11:22:17.733084,enc_key_0372e0986d98f3ff
MSG_157_0,CONV_157,MATCH_8568,S2450,mentee,M822,mentor,text,Sample message content 0 in conversation 157,2026-05-04 01:22:17.736971,replied,,0,False,2026-04-30 11:22:17.736999,enc_key_23a4151de29f6115
MSG_158_0,CONV_158,MATCH_4426,S2027,mentee,ALUMNI_M5822,mentor,video_call,Sample message content 0 in conversation 158,2026-04-22 18:22:17.737729,delivered,,3,False,,enc_key_0c172c5aed4d25cf
MSG_158_1,CONV_158,MATCH_4426,ALUMNI_M5822,mentor,S2027,mentee,schedule_request,Sample message content 1 in conversation 158,2026-05-01 07:22:17.737779,sent,39.0,2,False,,enc_key_7aff675a85c7fc1f
MSG_158_2,CONV_158,MATCH_4426,ALUMNI_M5822,mentor,S2027,mentee,text,Sample message content 2 in conversation 158,2026-04-30 08:22:17.737815,sent,130.0,2,False,2026-04-15 11:22:17.737829,enc_key_bb3d6cde8d288d05
MSG_158_3,CONV_158,MATCH_4426,S2027,mentee,ALUMNI_M5822,mentor,video_call,Sample message content 3 in conversation 158,2026-04-12 07:22:17.737855,replied,458.0,0,False,,enc_key_d766f039481b2401
MSG_158_4,CONV_158,MATCH_4426,S2027,mentee,ALUMNI_M5822,mentor,text,Sample message content 4 in conversation 158,2026-04-26 12:22:17.737888,read,1259.0,0,True,,enc_key_be6624d42cafa983
MSG_158_5,CONV_158,MATCH_4426,ALUMNI_M5822,mentor,S2027,mentee,text,Sample message content 5 in conversation 158,2026-04-09 16:22:17.737926,delivered,350.0,2,True,,enc_key_eedf60413429c5fb
MSG_158_6,CONV_158,MATCH_4426,ALUMNI_M5822,mentor,S2027,mentee,voice_note,Sample message content 6 in conversation 158,2026-04-24 21:22:17.737958,sent,1313.0,3,False,,enc_key_09e2e7ff72584fe2
MSG_158_7,CONV_158,MATCH_4426,S2027,mentee,ALUMNI_M5822,mentor,video_call,Sample message content 7 in conversation 158,2026-04-06 10:22:17.738001,delivered,39.0,0,False,2026-04-30 11:22:17.738014,enc_key_eae799d33d6d94a7
MSG_158_8,CONV_158,MATCH_4426,ALUMNI_M5822,mentor,S2027,mentee,schedule_request,Sample message content 8 in conversation 158,2026-04-10 17:22:17.738045,sent,1238.0,3,False,,enc_key_6677ae8dcd04e4e5
MSG_158_9,CONV_158,MATCH_4426,S2027,mentee,ALUMNI_M5822,mentor,video_call,Sample message content 9 in conversation 158,2026-04-09 14:22:17.738076,read,772.0,2,True,,enc_key_ea4ba5e2a5103143
MSG_158_10,CONV_158,MATCH_4426,ALUMNI_M5822,mentor,S2027,mentee,schedule_request,Sample message content 10 in conversation 158,2026-04-15 06:22:17.738107,replied,525.0,0,True,,enc_key_3c1c0887b94c8f11
MSG_158_11,CONV_158,MATCH_4426,S2027,mentee,ALUMNI_M5822,mentor,schedule_request,Sample message content 11 in conversation 158,2026-05-04 07:22:17.738138,read,237.0,3,True,,enc_key_7f2b857b8c45714a
MSG_158_12,CONV_158,MATCH_4426,S2027,mentee,ALUMNI_M5822,mentor,video_call,Sample message content 12 in conversation 158,2026-04-20 21:22:17.738172,replied,1422.0,2,False,2026-05-02 11:22:17.738185,enc_key_3188fd1ad7163ae3
MSG_158_13,CONV_158,MATCH_4426,S2027,mentee,ALUMNI_M5822,mentor,file,Sample message content 13 in conversation 158,2026-04-07 08:22:17.738208,sent,789.0,0,True,2026-04-11 11:22:17.738222,enc_key_217c15675f722dfb
MSG_158_14,CONV_158,MATCH_4426,S2027,mentee,ALUMNI_M5822,mentor,schedule_request,Sample message content 14 in conversation 158,2026-04-07 01:22:17.738253,delivered,1101.0,0,False,,enc_key_be4d52a5104153aa
MSG_158_15,CONV_158,MATCH_4426,ALUMNI_M5822,mentor,S2027,mentee,file,Sample message content 15 in conversation 158,2026-04-12 06:22:17.738287,read,619.0,3,False,2026-04-25 11:22:17.738300,enc_key_78163e5df61ad2dd
MSG_158_16,CONV_158,MATCH_4426,ALUMNI_M5822,mentor,S2027,mentee,schedule_request,Sample message content 16 in conversation 158,2026-05-01 03:22:17.738323,read,770.0,0,True,,enc_key_8fe0d52d72099260
MSG_159_0,CONV_159,MATCH_9397,ALUMNI_M192,mentor,S4260,mentee,voice_note,Sample message content 0 in conversation 159,2026-04-08 05:22:17.740566,read,,0,False,,enc_key_11261ec175dcbb29
MSG_159_1,CONV_159,MATCH_9397,ALUMNI_M192,mentor,S4260,mentee,schedule_request,Sample message content 1 in conversation 159,2026-04-30 03:22:17.740617,replied,151.0,0,True,,enc_key_188588029abb48c3
MSG_159_2,CONV_159,MATCH_9397,ALUMNI_M192,mentor,S4260,mentee,file,Sample message content 2 in conversation 159,2026-04-23 03:22:17.740653,read,884.0,2,False,2026-04-26 11:22:17.740668,enc_key_d350da6e17945e64
MSG_159_3,CONV_159,MATCH_9397,ALUMNI_M192,mentor,S4260,mentee,video_call,Sample message content 3 in conversation 159,2026-04-16 11:22:17.740694,delivered,950.0,1,False,,enc_key_1bf2cfb2fa980cb4
MSG_159_4,CONV_159,MATCH_9397,ALUMNI_M192,mentor,S4260,mentee,video_call,Sample message content 4 in conversation 159,2026-04-10 08:22:17.740746,delivered,1412.0,3,True,2026-04-20 11:22:17.740760,enc_key_33c93239373e48ab
MSG_159_5,CONV_159,MATCH_9397,S4260,mentee,ALUMNI_M192,mentor,text,Sample message content 5 in conversation 159,2026-04-18 07:22:17.740785,replied,596.0,3,True,,enc_key_27e700919ba26334
MSG_159_6,CONV_159,MATCH_9397,ALUMNI_M192,mentor,S4260,mentee,voice_note,Sample message content 6 in conversation 159,2026-04-25 11:22:17.740815,delivered,328.0,0,True,,enc_key_502e43a3d658a7e6
MSG_159_7,CONV_159,MATCH_9397,S4260,mentee,ALUMNI_M192,mentor,voice_note,Sample message content 7 in conversation 159,2026-05-03 08:22:17.740846,sent,541.0,2,True,,enc_key_65f7855f2988c0b6
MSG_160_0,CONV_160,MATCH_8532,M3229,mentor,S2143,mentee,voice_note,Sample message content 0 in conversation 160,2026-04-19 04:22:17.741530,replied,,1,True,2026-05-01 11:22:17.741551,enc_key_6b0c2de3340c2203
MSG_160_1,CONV_160,MATCH_8532,S2143,mentee,M3229,mentor,text,Sample message content 1 in conversation 160,2026-04-14 07:22:17.741584,read,1427.0,1,True,,enc_key_cc5657a253131a29
MSG_160_2,CONV_160,MATCH_8532,M3229,mentor,S2143,mentee,voice_note,Sample message content 2 in conversation 160,2026-04-18 06:22:17.741619,read,169.0,0,False,,enc_key_877d020cc14e8c9b
MSG_160_3,CONV_160,MATCH_8532,M3229,mentor,S2143,mentee,text,Sample message content 3 in conversation 160,2026-04-28 12:22:17.741652,read,508.0,3,True,,enc_key_2da7444ca832e034
MSG_160_4,CONV_160,MATCH_8532,S2143,mentee,M3229,mentor,voice_note,Sample message content 4 in conversation 160,2026-04-17 20:22:17.741684,delivered,208.0,2,True,,enc_key_1246b7e197b79da4
MSG_160_5,CONV_160,MATCH_8532,S2143,mentee,M3229,mentor,schedule_request,Sample message content 5 in conversation 160,2026-04-29 21:22:17.751840,sent,1015.0,3,True,,enc_key_fde9594e2e9ebaf6
MSG_160_6,CONV_160,MATCH_8532,S2143,mentee,M3229,mentor,file,Sample message content 6 in conversation 160,2026-04-22 22:22:17.751912,sent,179.0,1,True,,enc_key_7668eb18d5dc1209
MSG_160_7,CONV_160,MATCH_8532,S2143,mentee,M3229,mentor,file,Sample message content 7 in conversation 160,2026-04-17 20:22:17.751947,read,163.0,3,False,2026-04-07 11:22:17.751962,enc_key_c41ba1edc7eb804d
MSG_160_8,CONV_160,MATCH_8532,M3229,mentor,S2143,mentee,video_call,Sample message content 8 in conversation 160,2026-04-05 13:22:17.751989,sent,439.0,1,False,,enc_key_281e0f9490f56963
MSG_160_9,CONV_160,MATCH_8532,S2143,mentee,M3229,mentor,text,Sample message content 9 in conversation 160,2026-04-27 20:22:17.752031,replied,1415.0,2,False,2026-04-27 11:22:17.752052,enc_key_b3843eeb0181799d
MSG_161_0,CONV_161,MATCH_4592,M2073,mentor,S3688,mentee,voice_note,Sample message content 0 in conversation 161,2026-04-08 18:22:17.752991,sent,,0,True,2026-04-30 11:22:17.753016,enc_key_08c47f5bb9e73f09
