match_id,mentor_id,mentee_id,compatibility_score,match_date,match_status,mentor_response_time_hours,mentee_initiated,match_reason
MATCH_731,M2092,S3651,51.0,2026-05-02 11:22:12.676954,rejected,68.0,False,admin_assigned
MATCH_732,M38,S3011,51.0,2026-04-12 11:22:12.677145,completed,17.0,False,admin_assigned
MATCH_733,M2385,S1139,44.67,2026-04-06 11:22:12.677343,pending,46.0,False,specific_request
MATCH_734,M3289,S1042,51.0,2026-04-12 11:22:12.677540,completed,47.0,False,specific_request
MATCH_735,ALUMNI_M1605,S2780,43.22,2026-04-06 11:22:12.677745,completed,51.0,False,admin_assigned
MATCH_736,ALUMNI_M2680,S2631,65.5,2026-04-18 11:22:12.677939,rejected,,True,specific_request
MATCH_737,M2851,S1494,44.0,2026-04-16 11:22:12.678137,completed,57.0,True,admin_assigned
MATCH_738,M254,S55,44.0,2026-05-04 11:22:12.678341,rejected,11.0,True,auto_suggestion
MATCH_739,ALUMNI_M5779,S3782,51.0,2026-04-22 11:22:12.678532,completed,,False,auto_suggestion
MATCH_740,M1117,S4434,55.0,2026-04-21 11:22:12.678736,accepted,65.0,False,admin_assigned
MATCH_741,ALUMNI_M3305,S3053,51.0,2026-04-12 11:22:12.678939,rejected,,True,specific_request
MATCH_742,M4363,S2543,44.0,2026-04-17 11:22:12.679130,pending,24.0,True,specific_request
MATCH_743,ALUMNI_M2893,S3926,68.5,2026-04-07 11:22:12.679336,accepted,34.0,False,admin_assigned
MATCH_744,ALUMNI_M4921,S3391,48.0,2026-04-30 11:22:12.679527,accepted,55.0,False,specific_request
MATCH_745,ALUMNI_M643,S836,44.0,2026-04-08 11:22:12.679739,rejected,,False,auto_suggestion
MATCH_746,ALUMNI_M3669,S2433,51.0,2026-04-26 11:22:12.679986,pending,,True,specific_request
MATCH_747,ALUMNI_M4120,S3048,44.0,2026-04-18 11:22:12.680189,accepted,47.0,False,specific_request
MATCH_748,ALUMNI_M4884,S1843,44.0,2026-04-12 11:22:12.680395,completed,25.0,False,auto_suggestion
MATCH_749,ALUMNI_M428,S193,44.0,2026-04-08 11:22:12.680595,rejected,42.0,True,admin_assigned
MATCH_750,ALUMNI_M1090,S1800,51.0,2026-04-08 11:22:12.680804,rejected,10.0,False,high_compatibility
MATCH_751,ALUMNI_M3197,S4368,51.0,2026-04-08 11:22:12.680999,pending,43.0,True,specific_request
MATCH_752,ALUMNI_M2426,S1274,44.0,2026-04-16 11:22:12.681198,rejected,53.0,True,high_compatibility
MATCH_753,M2344,S680,44.0,2026-04-14 11:22:12.681395,completed,,True,high_compatibility
MATCH_754,M4288,S4488,44.0,2026-04-14 11:22:12.681641,pending,4.0,False,high_compatibility
MATCH_755,ALUMNI_M4796,S3299,51.0,2026-04-28 11:22:12.681860,completed,,False,specific_request
MATCH_756,ALUMNI_M2505,S774,51.0,2026-05-06 11:22:12.682049,completed,48.0,True,admin_assigned
MATCH_757,ALUMNI_M3947,S3385,51.0,2026-05-02 11:22:12.682241,completed,54.0,True,auto_suggestion
MATCH_758,ALUMNI_M4722,S2461,48.0,2026-04-16 11:22:12.682430,completed,23.0,False,admin_assigned
MATCH_759,M2032,S4868,64.21,2026-04-30 11:22:12.682624,pending,27.0,True,auto_suggestion
MATCH_760,ALUMNI_M340,S3481,51.0,2026-04-25 11:22:12.682830,pending,55.0,False,admin_assigned
MATCH_761,M642,S3373,51.0,2026-04-25 11:22:12.683038,completed,37.0,True,admin_assigned
MATCH_762,ALUMNI_M367,S4758,51.0,2026-04-09 11:22:12.683240,rejected,70.0,False,auto_suggestion
MATCH_763,M2141,S60,51.0,2026-04-12 11:22:12.683434,pending,,True,high_compatibility
MATCH_764,M3520,S2330,51.0,2026-04-29 11:22:12.683620,pending,,False,auto_suggestion
MATCH_765,ALUMNI_M13,S2722,50.67,2026-04-16 11:22:12.683824,rejected,,False,specific_request
MATCH_766,M3434,S578,51.0,2026-04-24 11:22:12.684010,completed,47.0,True,high_compatibility
MATCH_767,M295,S2288,44.0,2026-04-06 11:22:12.684206,completed,,True,high_compatibility
MATCH_768,ALUMNI_M2268,S1780,44.0,2026-04-09 11:22:12.684406,pending,21.0,False,admin_assigned
MATCH_769,M2468,S4575,48.0,2026-04-22 11:22:12.684590,pending,,False,specific_request
MATCH_770,ALUMNI_M3919,S382,72.5,2026-04-15 11:22:12.684793,pending,58.0,False,high_compatibility
MATCH_771,M509,S3046,44.0,2026-05-04 11:22:12.684981,completed,44.0,True,auto_suggestion
MATCH_772,M4996,S4272,51.0,2026-04-18 11:22:12.685165,rejected,,True,admin_assigned
MATCH_773,M945,S1162,68.5,2026-04-29 11:22:12.685358,pending,,True,admin_assigned
MATCH_774,ALUMNI_M4813,S2850,55.0,2026-04-19 11:22:12.685545,accepted,2.0,False,specific_request
MATCH_775,M3990,S1964,44.0,2026-04-18 11:22:12.685755,rejected,45.0,False,specific_request
MATCH_776,ALUMNI_M3272,S871,72.5,2026-04-09 11:22:12.685946,pending,17.0,True,specific_request
MATCH_777,ALUMNI_M4863,S3433,50.67,2026-05-03 11:22:12.686131,rejected,,False,admin_assigned
MATCH_778,ALUMNI_M5649,S3406,51.0,2026-04-12 11:22:12.686388,completed,4.0,True,specific_request
MATCH_779,M3583,S4531,44.0,2026-04-06 11:22:12.686712,pending,25.0,False,high_compatibility
MATCH_780,M574,S1050,48.0,2026-04-18 11:22:12.687079,rejected,,True,admin_assigned
MATCH_781,ALUMNI_M4861,S3731,44.0,2026-04-19 11:22:12.687460,accepted,64.0,True,specific_request
MATCH_782,ALUMNI_M1467,S1475,61.5,2026-04-23 11:22:12.687857,accepted,56.0,True,specific_request
MATCH_783,M1349,S396,68.5,2026-04-06 11:22:12.688224,pending,,True,auto_suggestion
MATCH_784,ALUMNI_M2083,S4763,48.0,2026-05-03 11:22:12.688630,completed,,True,specific_request
MATCH_785,ALUMNI_M149,S685,51.0,2026-04-14 11:22:12.689009,rejected,36.0,True,admin_assigned
MATCH_786,ALUMNI_M4495,S270,46.75,2026-04-14 11:22:12.689372,rejected,10.0,True,high_compatibility
MATCH_787,ALUMNI_M1003,S3928,62.5,2026-04-09 11:22:12.689606,completed,7.0,True,high_compatibility
MATCH_788,M3615,S4278,51.0,2026-04-11 11:22:12.689904,completed,1.0,True,admin_assigned
MATCH_789,ALUMNI_M4094,S3122,44.0,2026-04-28 11:22:12.690116,rejected,,False,auto_suggestion
MATCH_790,M4947,S1099,48.0,2026-04-17 11:22:12.690321,pending,23.0,True,high_compatibility
MATCH_791,ALUMNI_M5415,S2262,48.0,2026-04-06 11:22:12.690520,accepted,,False,admin_assigned
MATCH_792,ALUMNI_M3124,S3627,48.0,2026-04-26 11:22:12.690781,pending,8.0,False,auto_suggestion
MATCH_793,ALUMNI_M5880,S1887,68.17,2026-04-29 11:22:12.691011,rejected,62.0,True,admin_assigned
MATCH_794,M438,S4169,51.0,2026-04-19 11:22:12.691205,accepted,63.0,True,auto_suggestion
MATCH_795,M2934,S27,61.5,2026-05-02 11:22:12.691413,rejected,71.0,True,specific_request
MATCH_796,M418,S4693,50.67,2026-04-14 11:22:12.691617,completed,67.0,True,specific_request
MATCH_797,ALUMNI_M5737,S3402,51.0,2026-04-26 11:22:12.691900,completed,37.0,True,high_compatibility
MATCH_798,ALUMNI_M5687,S3151,51.0,2026-04-19 11:22:12.692102,accepted,21.0,False,auto_suggestion
MATCH_799,M2522,S4309,66.25,2026-05-03 11:22:12.692312,accepted,,True,high_compatibility
MATCH_800,ALUMNI_M719,S2969,44.0,2026-05-02 11:22:12.692511,pending,38.0,True,admin_assigned
MATCH_801,M4723,S4149,44.0,2026-04-18 11:22:12.692756,pending,,False,specific_request
MATCH_802,ALUMNI_M1217,S578,55.0,2026-04-08 11:22:12.692992,rejected,71.0,False,high_compatibility
MATCH_803,M4937,S2637,44.0,2026-04-28 11:22:12.693190,accepted,32.0,False,specific_request
MATCH_804,M1371,S4575,51.0,2026-04-26 11:22:12.693393,accepted,68.0,True,specific_request
MATCH_805,ALUMNI_M4762,S4177,44.0,2026-04-22 11:22:12.693587,completed,,True,auto_suggestion
MATCH_806,ALUMNI_M864,S3276,51.0,2026-04-28 11:22:12.693867,completed,,True,auto_suggestion
MATCH_807,M765,S907,51.0,2026-04-08 11:22:12.694087,pending,21.0,False,admin_assigned
MATCH_808,M436,S4849,68.5,2026-04-15 11:22:12.694289,rejected,59.0,False,specific_request
MATCH_809,M4953,S2919,51.0,2026-04-22 11:22:12.694479,completed,,True,high_compatibility
MATCH_810,ALUMNI_M156,S858,65.5,2026-04-16 11:22:12.694669,completed,62.0,False,high_compatibility
MATCH_811,ALUMNI_M2881,S1566,55.0,2026-04-27 11:22:12.694949,pending,54.0,False,auto_suggestion
MATCH_812,ALUMNI_M5566,S1242,44.0,2026-05-03 11:22:12.695145,rejected,42.0,False,admin_assigned
MATCH_813,M1484,S513,51.0,2026-04-16 11:22:12.695346,rejected,53.0,False,specific_request
MATCH_814,ALUMNI_M44,S2186,68.5,2026-04-19 11:22:12.695542,pending,26.0,True,admin_assigned
MATCH_815,ALUMNI_M2123,S3893,51.0,2026-05-03 11:22:12.695792,pending,26.0,True,admin_assigned
MATCH_816,ALUMNI_M3242,S2846,55.0,2026-04-20 11:22:12.696007,pending,56.0,True,high_compatibility
MATCH_817,M2398,S4371,44.33,2026-05-04 11:22:12.696197,pending,22.0,True,high_compatibility
MATCH_818,M20,S1270,68.5,2026-04-12 11:22:12.696398,pending,,False,auto_suggestion
MATCH_819,ALUMNI_M1183,S2272,51.0,2026-04-20 11:22:12.696589,accepted,35.0,True,specific_request
MATCH_820,M2362,S869,51.0,2026-04-25 11:22:12.696847,accepted,,False,high_compatibility
MATCH_821,M1348,S2338,47.22,2026-04-24 11:22:12.697047,completed,,True,auto_suggestion
MATCH_822,M1595,S1765,48.0,2026-04-28 11:22:12.697242,completed,14.0,False,specific_request
MATCH_823,ALUMNI_M5157,S3986,48.17,2026-04-27 11:22:12.697437,pending,45.0,True,admin_assigned
MATCH_824,ALUMNI_M3852,S4388,68.5,2026-04-19 11:22:12.697629,completed,16.0,False,auto_suggestion
MATCH_825,M307,S3793,68.5,2026-04-07 11:22:12.697902,rejected,66.0,True,admin_assigned
MATCH_826,ALUMNI_M4844,S4099,51.0,2026-04-10 11:22:12.698102,pending,57.0,True,admin_assigned
MATCH_827,ALUMNI_M3362,S2699,61.5,2026-04-11 11:22:12.698304,completed,7.0,True,admin_assigned
MATCH_828,ALUMNI_M2239,S1831,51.0,2026-04-12 11:22:12.698498,pending,42.0,True,admin_assigned
MATCH_829,M3388,S2882,51.0,2026-04-15 11:22:12.698689,rejected,59.0,False,admin_assigned
MATCH_830,ALUMNI_M963,S4682,44.0,2026-04-29 11:22:12.698966,completed,,False,auto_suggestion
MATCH_831,M4174,S4201,48.0,2026-04-26 11:22:12.699159,rejected,,True,admin_assigned
MATCH_832,M4038,S4126,51.0,2026-05-06 11:22:12.699357,pending,29.0,False,admin_assigned
MATCH_833,M2713,S4843,51.0,2026-04-13 11:22:12.699544,accepted,,True,admin_assigned
MATCH_834,ALUMNI_M4625,S2807,44.0,2026-04-08 11:22:12.699796,completed,,False,specific_request
MATCH_835,ALUMNI_M3655,S2927,51.0,2026-04-14 11:22:12.700009,pending,17.0,False,high_compatibility
MATCH_836,ALUMNI_M1349,S4946,68.5,2026-04-30 11:22:12.700200,accepted,,True,high_compatibility
MATCH_837,ALUMNI_M35,S2522,46.0,2026-04-30 11:22:12.700409,pending,8.0,False,specific_request
MATCH_838,ALUMNI_M3129,S1654,48.0,2026-04-14 11:22:12.700602,pending,37.0,False,high_compatibility
MATCH_839,ALUMNI_M2379,S1848,44.0,2026-04-19 11:22:12.700822,rejected,9.0,True,auto_suggestion
MATCH_840,M1364,S2171,72.5,2026-04-26 11:22:12.701012,completed,72.0,False,specific_request
MATCH_841,M958,S3661,51.0,2026-05-06 11:22:12.701199,pending,60.0,False,specific_request
MATCH_842,M4625,S1273,51.0,2026-04-29 11:22:12.701408,pending,,True,auto_suggestion
MATCH_843,ALUMNI_M4503,S722,44.0,2026-05-01 11:22:12.701609,completed,,True,specific_request
MATCH_844,ALUMNI_M1120,S3811,68.17,2026-04-16 11:22:12.701815,rejected,71.0,True,specific_request
MATCH_845,ALUMNI_M2690,S3065,55.0,2026-05-02 11:22:12.702011,rejected,13.0,True,high_compatibility
MATCH_846,M4665,S230,47.67,2026-04-28 11:22:12.702201,completed,18.0,True,high_compatibility
MATCH_847,ALUMNI_M962,S361,44.0,2026-05-02 11:22:12.702410,completed,,True,admin_assigned
MATCH_848,M2653,S1468,72.5,2026-04-23 11:22:12.702607,accepted,,False,high_compatibility
MATCH_849,ALUMNI_M2759,S3011,51.0,2026-04-11 11:22:12.702817,completed,1.0,False,admin_assigned
MATCH_850,ALUMNI_M2867,S11,51.0,2026-04-07 11:22:12.703031,completed,34.0,True,admin_assigned
MATCH_851,ALUMNI_M734,S1746,47.67,2026-04-19 11:22:12.703227,completed,14.0,False,high_compatibility
MATCH_852,ALUMNI_M4792,S2327,68.5,2026-04-13 11:22:12.703428,completed,,True,admin_assigned
MATCH_853,ALUMNI_M199,S2816,51.0,2026-04-06 11:22:12.703656,accepted,,True,high_compatibility
MATCH_854,M1659,S626,44.0,2026-04-30 11:22:12.704011,completed,,True,specific_request
MATCH_855,ALUMNI_M2106,S660,55.0,2026-04-07 11:22:12.704371,pending,34.0,True,specific_request
MATCH_856,M388,S3422,45.78,2026-04-25 11:22:12.704750,completed,,False,admin_assigned
MATCH_857,ALUMNI_M3362,S1109,41.5,2026-04-14 11:22:12.705106,rejected,2.0,True,admin_assigned
MATCH_858,ALUMNI_M140,S1087,51.0,2026-04-14 11:22:12.705529,accepted,41.0,True,auto_suggestion
MATCH_859,M4623,S2305,44.0,2026-04-10 11:22:12.705845,completed,43.0,False,admin_assigned
MATCH_860,ALUMNI_M3623,S1725,44.0,2026-04-06 11:22:12.706066,accepted,,True,admin_assigned
MATCH_861,ALUMNI_M5924,S2791,68.5,2026-05-01 11:22:12.706279,pending,22.0,True,admin_assigned
MATCH_862,M1148,S3772,43.0,2026-04-08 11:22:12.706476,accepted,13.0,True,high_compatibility
MATCH_863,ALUMNI_M2443,S3621,55.0,2026-04-07 11:22:12.706681,accepted,10.0,True,auto_suggestion
MATCH_864,ALUMNI_M2748,S3096,51.0,2026-04-25 11:22:12.706971,rejected,,True,admin_assigned
MATCH_865,M3005,S3748,41.5,2026-04-15 11:22:12.707180,pending,,False,high_compatibility
MATCH_866,M1969,S1179,48.0,2026-04-07 11:22:12.707381,pending,,False,auto_suggestion
MATCH_867,ALUMNI_M1764,S49,44.0,2026-04-25 11:22:12.707587,accepted,,True,auto_suggestion
MATCH_868,ALUMNI_M309,S735,55.0,2026-04-20 11:22:12.707855,completed,66.0,False,admin_assigned
MATCH_869,ALUMNI_M4915,S983,44.0,2026-04-23 11:22:12.708059,pending,58.0,False,high_compatibility
MATCH_870,M3595,S3491,48.0,2026-04-30 11:22:12.708260,rejected,,False,admin_assigned
MATCH_871,ALUMNI_M2846,S2506,51.0,2026-04-11 11:22:12.708460,completed,24.0,True,specific_request
MATCH_872,M2157,S2241,44.0,2026-04-29 11:22:12.708651,accepted,14.0,False,auto_suggestion
MATCH_873,ALUMNI_M1083,S3331,48.0,2026-04-28 11:22:12.708924,completed,,True,admin_assigned
MATCH_874,M3322,S3723,61.67,2026-04-06 11:22:12.709120,pending,47.0,False,high_compatibility
MATCH_875,ALUMNI_M3810,S3156,68.5,2026-05-02 11:22:12.709321,accepted,,False,auto_suggestion
MATCH_876,M3861,S3078,53.0,2026-04-21 11:22:12.709511,completed,30.0,False,admin_assigned
MATCH_877,ALUMNI_M78,S3208,55.0,2026-04-28 11:22:12.709717,accepted,2.0,False,admin_assigned
MATCH_878,ALUMNI_M4445,S2862,57.21,2026-04-27 11:22:12.709915,completed,29.0,True,specific_request
MATCH_879,ALUMNI_M1493,S1999,55.0,2026-05-01 11:22:12.710108,completed,40.0,False,high_compatibility
MATCH_880,ALUMNI_M1832,S767,68.5,2026-04-10 11:22:12.710306,rejected,56.0,True,admin_assigned
MATCH_881,M4538,S3055,55.0,2026-04-06 11:22:12.710496,accepted,,False,high_compatibility
MATCH_882,M445,S3443,51.0,2026-05-01 11:22:12.710683,completed,24.0,False,auto_suggestion
MATCH_883,M102,S3232,51.0,2026-05-03 11:22:12.710961,completed,16.0,False,specific_request
MATCH_884,ALUMNI_M4379,S3338,51.0,2026-04-12 11:22:12.711167,rejected,56.0,False,admin_assigned
MATCH_885,M2397,S964,68.5,2026-05-01 11:22:12.711370,accepted,,True,specific_request
MATCH_886,M2884,S3405,51.0,2026-05-03 11:22:12.711560,rejected,59.0,True,specific_request
MATCH_887,M4744,S2511,37.33,2026-05-01 11:22:12.711765,pending,71.0,True,high_compatibility
MATCH_888,ALUMNI_M1474,S4666,51.0,2026-04-30 11:22:12.711959,accepted,,True,admin_assigned
MATCH_889,ALUMNI_M3376,S2162,57.67,2026-05-01 11:22:12.712148,accepted,29.0,False,specific_request
MATCH_890,M1669,S935,51.0,2026-05-01 11:22:12.712347,completed,,False,admin_assigned
MATCH_891,ALUMNI_M4536,S2549,37.75,2026-05-03 11:22:12.712550,completed,,True,auto_suggestion
MATCH_892,ALUMNI_M1018,S220,53.89,2026-04-10 11:22:12.712762,rejected,39.0,False,specific_request
MATCH_893,ALUMNI_M1627,S2678,55.0,2026-04-09 11:22:12.712954,pending,54.0,False,admin_assigned
MATCH_894,ALUMNI_M2653,S4814,48.0,2026-04-22 11:22:12.713141,accepted,23.0,False,high_compatibility
MATCH_895,ALUMNI_M3787,S1678,51.0,2026-04-11 11:22:12.713341,accepted,,True,auto_suggestion
MATCH_896,M2002,S4606,39.71,2026-04-19 11:22:12.713529,accepted,4.0,False,admin_assigned
MATCH_897,ALUMNI_M5330,S34,61.5,2026-04-21 11:22:12.713736,pending,29.0,False,auto_suggestion
MATCH_898,M4916,S4773,55.0,2026-04-25 11:22:12.713936,pending,12.0,False,auto_suggestion
MATCH_899,ALUMNI_M2482,S2954,44.0,2026-05-01 11:22:12.714125,completed,,False,high_compatibility
MATCH_900,M4377,S4004,48.5,2026-04-28 11:22:12.714328,accepted,66.0,False,high_compatibility
MATCH_901,ALUMNI_M3291,S3900,72.5,2026-04-16 11:22:12.714520,pending,11.0,True,specific_request
MATCH_902,ALUMNI_M691,S3280,48.0,2026-04-28 11:22:12.714720,pending,50.0,True,auto_suggestion
MATCH_903,M2127,S2792,51.0,2026-04-10 11:22:12.714923,pending,5.0,False,high_compatibility
MATCH_904,M602,S4141,44.0,2026-04-27 11:22:12.715111,pending,45.0,False,admin_assigned
MATCH_905,ALUMNI_M2373,S1525,50.67,2026-04-09 11:22:12.715309,pending,31.0,False,auto_suggestion
MATCH_906,ALUMNI_M4489,S4417,68.5,2026-04-30 11:22:12.715499,rejected,33.0,True,high_compatibility
MATCH_907,ALUMNI_M2712,S403,72.67,2026-04-28 11:22:12.715688,pending,60.0,True,auto_suggestion
MATCH_908,ALUMNI_M4655,S140,44.0,2026-04-19 11:22:12.715980,accepted,61.0,True,specific_request
MATCH_909,ALUMNI_M573,S472,39.0,2026-04-21 11:22:12.716178,completed,11.0,False,admin_assigned
MATCH_910,ALUMNI_M3136,S891,51.0,2026-04-20 11:22:12.716378,rejected,,True,admin_assigned
MATCH_911,M4696,S4777,51.0,2026-04-10 11:22:12.716566,accepted,,False,high_compatibility
MATCH_912,M2116,S4396,44.0,2026-04-14 11:22:12.716769,pending,,False,specific_request
MATCH_913,ALUMNI_M5671,S3695,44.0,2026-04-07 11:22:12.716960,accepted,,False,admin_assigned
MATCH_914,ALUMNI_M5770,S4284,48.0,2026-04-08 11:22:12.717146,completed,38.0,True,auto_suggestion
MATCH_915,ALUMNI_M4151,S3996,48.0,2026-05-05 11:22:12.717343,rejected,,False,specific_request
MATCH_916,M2693,S1813,68.5,2026-05-02 11:22:12.717528,rejected,,True,specific_request
MATCH_917,ALUMNI_M5646,S3043,58.17,2026-04-19 11:22:12.717738,pending,34.0,True,auto_suggestion
MATCH_918,M36,S1348,55.0,2026-04-23 11:22:12.717936,pending,23.0,True,specific_request
MATCH_919,ALUMNI_M3292,S149,51.0,2026-04-30 11:22:12.718127,completed,63.0,False,admin_assigned
MATCH_920,M2800,S2524,51.0,2026-04-09 11:22:12.718330,rejected,37.0,True,high_compatibility
MATCH_921,ALUMNI_M2314,S97,51.0,2026-04-16 11:22:12.718529,accepted,47.0,False,specific_request
MATCH_922,M1695,S2149,51.0,2026-04-29 11:22:12.718785,rejected,13.0,True,admin_assigned
MATCH_923,ALUMNI_M5215,S1490,57.67,2026-05-03 11:22:12.719020,pending,39.0,False,specific_request
MATCH_924,M1466,S4817,68.5,2026-04-09 11:22:12.719213,completed,60.0,True,specific_request
MATCH_925,ALUMNI_M1465,S2954,48.0,2026-05-01 11:22:12.719436,accepted,30.0,True,specific_request
MATCH_926,ALUMNI_M5335,S4102,51.0,2026-04-14 11:22:12.719664,rejected,60.0,False,admin_assigned
MATCH_927,ALUMNI_M4096,S1113,72.5,2026-04-14 11:22:12.719879,pending,9.0,False,specific_request
MATCH_928,M186,S2707,47.5,2026-04-10 11:22:12.720119,accepted,66.0,False,auto_suggestion
MATCH_929,ALUMNI_M1210,S4359,66.0,2026-04-06 11:22:12.720323,pending,7.0,True,auto_suggestion
MATCH_930,ALUMNI_M2593,S3618,51.0,2026-04-20 11:22:12.720538,rejected,12.0,False,auto_suggestion
MATCH_931,ALUMNI_M650,S3860,44.0,2026-04-06 11:22:12.720766,rejected,9.0,True,auto_suggestion
MATCH_932,M4631,S267,51.0,2026-05-04 11:22:12.720962,pending,55.0,False,high_compatibility
MATCH_933,ALUMNI_M4084,S4645,45.5,2026-04-22 11:22:12.721152,accepted,,True,specific_request
MATCH_934,ALUMNI_M3602,S4732,44.0,2026-04-22 11:22:12.721352,accepted,68.0,True,admin_assigned
MATCH_935,M3039,S1594,51.0,2026-04-17 11:22:12.721557,accepted,,False,high_compatibility
MATCH_936,M14,S2619,65.5,2026-04-28 11:22:12.721769,completed,55.0,False,admin_assigned
MATCH_937,M2483,S4364,44.0,2026-04-09 11:22:12.721995,completed,,True,high_compatibility
MATCH_938,ALUMNI_M2354,S2678,55.0,2026-04-21 11:22:12.722185,completed,51.0,True,auto_suggestion
MATCH_939,ALUMNI_M4403,S4143,61.5,2026-04-19 11:22:12.722384,pending,29.0,True,admin_assigned
MATCH_940,M3388,S834,48.0,2026-04-27 11:22:12.722580,accepted,,False,auto_suggestion
MATCH_941,ALUMNI_M625,S4302,44.0,2026-05-03 11:22:12.722788,accepted,59.0,False,high_compatibility
MATCH_942,ALUMNI_M464,S3480,51.0,2026-04-29 11:22:12.722986,completed,51.0,True,high_compatibility
MATCH_943,ALUMNI_M977,S4474,53.75,2026-04-07 11:22:12.723201,completed,40.0,True,admin_assigned
MATCH_944,ALUMNI_M5570,S484,48.0,2026-04-20 11:22:12.723400,rejected,,True,high_compatibility
MATCH_945,ALUMNI_M3375,S1425,50.67,2026-05-06 11:22:12.723591,pending,,True,auto_suggestion
MATCH_946,ALUMNI_M1722,S2119,51.0,2026-04-09 11:22:12.723867,accepted,,False,admin_assigned
MATCH_947,M418,S1211,68.5,2026-04-09 11:22:12.724070,accepted,27.0,False,specific_request
MATCH_948,ALUMNI_M536,S2551,48.0,2026-04-13 11:22:12.724269,completed,24.0,True,specific_request
MATCH_949,ALUMNI_M5657,S4387,48.33,2026-04-06 11:22:12.724460,rejected,,False,high_compatibility
MATCH_950,ALUMNI_M3099,S1792,61.5,2026-05-04 11:22:12.724659,completed,33.0,True,auto_suggestion
MATCH_951,ALUMNI_M5290,S3422,48.0,2026-05-04 11:22:12.724872,pending,,False,auto_suggestion
MATCH_952,ALUMNI_M3662,S1576,48.0,2026-04-24 11:22:12.725062,pending,70.0,False,high_compatibility
MATCH_953,M4098,S3167,51.0,2026-04-14 11:22:12.725261,rejected,,True,admin_assigned
MATCH_954,M2288,S3438,51.0,2026-04-17 11:22:12.725452,rejected,,False,auto_suggestion
MATCH_955,M4240,S390,44.0,2026-04-30 11:22:12.725638,accepted,62.0,True,high_compatibility
MATCH_956,ALUMNI_M4759,S1208,44.0,2026-04-22 11:22:12.725844,pending,62.0,True,high_compatibility
MATCH_957,M4049,S3069,51.0,2026-04-16 11:22:12.726032,accepted,,False,specific_request
MATCH_958,M3903,S4775,48.0,2026-05-04 11:22:12.726215,completed,18.0,True,auto_suggestion
MATCH_959,ALUMNI_M683,S1408,57.67,2026-05-04 11:22:12.726437,rejected,4.0,False,high_compatibility
MATCH_960,ALUMNI_M3114,S1678,55.0,2026-05-02 11:22:12.726623,rejected,26.0,True,admin_assigned
MATCH_961,M3240,S304,61.5,2026-05-01 11:22:12.726828,accepted,7.0,True,admin_assigned
MATCH_962,ALUMNI_M518,S525,51.67,2026-04-17 11:22:12.727029,rejected,,False,auto_suggestion
MATCH_963,M4909,S1772,51.0,2026-05-03 11:22:12.727216,pending,45.0,False,auto_suggestion
MATCH_964,M4446,S3486,61.5,2026-05-01 11:22:12.727415,completed,,False,high_compatibility
MATCH_965,ALUMNI_M476,S4593,55.0,2026-04-30 11:22:12.727599,accepted,72.0,True,admin_assigned
MATCH_966,M1252,S3312,55.0,2026-04-26 11:22:12.727811,accepted,67.0,False,admin_assigned
MATCH_967,ALUMNI_M5651,S1458,45.44,2026-04-26 11:22:12.728000,pending,54.0,True,specific_request
MATCH_968,ALUMNI_M3169,S80,51.0,2026-04-25 11:22:12.728190,pending,8.0,False,admin_assigned
MATCH_969,M3735,S2142,68.5,2026-04-17 11:22:12.728390,rejected,,True,high_compatibility
MATCH_970,M61,S4853,69.17,2026-04-23 11:22:12.728580,rejected,13.0,False,auto_suggestion
MATCH_971,ALUMNI_M5144,S3911,68.5,2026-05-03 11:22:12.728792,rejected,57.0,False,specific_request
MATCH_972,ALUMNI_M77,S941,51.0,2026-04-16 11:22:12.728981,completed,,False,admin_assigned
MATCH_973,ALUMNI_M2967,S1212,51.0,2026-04-14 11:22:12.729178,rejected,,False,high_compatibility
MATCH_974,M4833,S1959,51.0,2026-05-01 11:22:12.729534,pending,,False,specific_request
MATCH_975,M4192,S716,44.0,2026-04-30 11:22:12.729892,completed,,False,auto_suggestion
MATCH_976,M4091,S2987,55.0,2026-04-27 11:22:12.730225,accepted,12.0,True,auto_suggestion
MATCH_977,ALUMNI_M2533,S4443,37.33,2026-04-14 11:22:12.730550,rejected,,True,high_compatibility
MATCH_978,M4971,S2682,55.0,2026-04-23 11:22:12.731110,accepted,7.0,True,specific_request
MATCH_979,ALUMNI_M4999,S1445,51.0,2026-04-14 11:22:12.731486,accepted,26.0,False,high_compatibility
MATCH_980,M3554,S4301,44.0,2026-04-08 11:22:12.731861,pending,17.0,True,high_compatibility
MATCH_981,ALUMNI_M5930,S1923,55.0,2026-04-08 11:22:12.732274,pending,,True,specific_request
MATCH_982,M4806,S4836,61.67,2026-04-20 11:22:12.732495,accepted,69.0,True,specific_request
MATCH_983,M4044,S4272,51.0,2026-04-25 11:22:12.732696,accepted,56.0,False,admin_assigned
MATCH_984,ALUMNI_M5425,S1314,50.67,2026-04-26 11:22:12.733065,accepted,25.0,False,high_compatibility
MATCH_985,ALUMNI_M83,S4940,44.0,2026-04-11 11:22:12.733284,rejected,,False,specific_request
MATCH_986,M1137,S1460,48.0,2026-04-10 11:22:12.733643,rejected,,False,auto_suggestion
MATCH_987,M336,S296,44.0,2026-04-09 11:22:12.734009,accepted,27.0,True,specific_request
MATCH_988,ALUMNI_M1507,S4883,51.0,2026-04-29 11:22:12.734240,rejected,63.0,False,auto_suggestion
