Target_Role,Job Title,Company,Job URL,Required_Degree,Extracted_Skills
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/447414,Not Specified / Equivalent Experience,['Excel']
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/447672,Not Specified / Equivalent Experience,['Excel']
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/516774,Not Specified / Equivalent Experience,"['Node.js', 'Microservices', 'CI/CD', 'Next.js', 'Security', 'AWS', 'React', 'Git', 'JavaScript', 'Scala', 'Java', 'PostgreSQL']"
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/449342,Master in Computer Science,"['Node.js', 'Microservices', 'AWS', 'React', 'NoSQL', 'Python', 'Docker', 'Next.js', 'Jira', 'GCP', 'Scala', 'Java', 'Kubernetes', 'JavaScript', 'Rust', 'SQL', 'Security', 'Azure', 'Agile', 'REST API']"
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/60064,Not Specified / Equivalent Experience,"['Azure', 'Excel', 'Git', 'NoSQL', 'Agile', 'Oracle', 'MySQL', 'Scala', 'SQL']"
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/516467,Not Specified / Equivalent Experience,"['Figma', 'PHP', 'Scala', 'CSS', 'HTML', 'QA']"
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/509422,Not Specified / Equivalent Experience,"['Excel', 'Git', 'JavaScript', 'Scala', 'Rust', 'Java', 'HTML', 'GraphQL']"
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/446916,Bachelor in Computer Science,"['Node.js', 'Microservices', 'Security', 'AWS', 'Golang', 'Python', 'Java']"
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/509338,Bachelor in Computer Science,"['Excel', 'Git', 'JavaScript', 'MySQL', 'HTML', 'CSS', 'Java', 'PHP']"
Blockchain Developer,,Extracted,https://rooster.jobs/jobs/448303,Bachelor's (Field Unspecified),"['Scala', 'SQL', 'CI/CD', 'Azure', 'Excel', 'AWS', 'React', 'Git', 'Agile', 'React Native', 'Flutter', 'Swift']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/512852,Not Specified / Equivalent Experience,"['Automation', 'Azure', 'AWS', 'GCP', 'Python', 'Scala', 'GitHub']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/447788,Master in Computer Science,"['Docker', 'Machine Learning', 'Google Cloud', 'Kubernetes', 'NLP', 'Azure', 'Excel', 'AWS', 'Git', 'PyTorch', 'Python', 'Scala', 'TensorFlow']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/441543,Not Specified / Equivalent Experience,['Machine Learning']
AI Engineer,,Extracted,https://rooster.jobs/jobs/512853,Not Specified / Equivalent Experience,"['TypeScript', 'Automation', 'Scala']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/441540,Not Specified / Equivalent Experience,['Machine Learning']
AI Engineer,,Extracted,https://rooster.jobs/jobs/509032,Bachelor in Computing,"['Node.js', 'Microservices', 'AWS', 'React', 'Python', 'Jira', 'GCP', 'React Native', 'TensorFlow', 'Scala', 'Java', 'Excel', 'Git', 'JavaScript', 'PyTorch', 'Computer Vision', 'TypeScript', 'Rust', 'Scrum', 'NLP', 'Azure', 'Flutter']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/515835,Master in Computer Science,"['Machine Learning', 'Node.js', 'Microservices', 'Automation', 'CI/CD', 'Angular', 'Kubernetes', 'NLP', 'Azure', 'AWS', 'React', 'GCP', 'Python', 'Scala', 'TypeScript', 'Java']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/517039,Master in Computer Science,"['Docker', 'Data Science', 'Microservices', 'CI/CD', 'Kubernetes', 'Security', 'Azure', 'Excel', 'AWS', 'GCP', 'System Design', 'PyTorch', 'Python', 'Scala', 'TensorFlow']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/514905,Not Specified / Equivalent Experience,"['Go', 'Automation']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/515257,Master in Computer Science,"['Machine Learning', 'Node.js', 'Microservices', 'Automation', 'CI/CD', 'Angular', 'Kubernetes', 'NLP', 'Azure', 'AWS', 'React', 'GCP', 'Python', 'Scala', 'TypeScript', 'Java']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/449340,Bachelor in Computer Science,"['Automation', 'NLP', 'Git', 'MongoDB', 'PyTorch', 'Python', 'Scala', 'TensorFlow', 'PostgreSQL']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/509285,Not Specified / Equivalent Experience,"['Docker', 'Selenium', 'Data Science', 'NumPy', 'CI/CD', 'Next.js', 'NLP', 'AWS', 'React', 'Redis', 'Python', 'Pandas', 'Scikit-Learn', 'GitHub', 'PostgreSQL', 'SQL']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/512075,Not Specified / Equivalent Experience,['System Design']
AI Engineer,,Extracted,https://rooster.jobs/jobs/509507,Not Specified / Equivalent Experience,['Excel']
AI Engineer,,Extracted,https://rooster.jobs/jobs/517040,Master in Computer Science,"['Data Science', 'Automation', 'Security', 'Excel', 'Agile', 'System Design', 'PyTorch', 'Python', 'Scala', 'TensorFlow']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/517248,Not Specified / Equivalent Experience,"['Node.js', 'CI/CD', 'Next.js', 'Security', 'AWS', 'React', 'NoSQL', 'React Native', 'JavaScript', 'REST API', 'System Design', 'Scala', 'TypeScript', 'Java', 'GitHub', 'SQL']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/517046,Master in Computer Science,"['Data Science', 'Snowflake', 'CI/CD', 'Agile', 'Python', 'Scala']"
AI Engineer,,Extracted,https://rooster.jobs/jobs/515255,Master in Computer Science,"['Machine Learning', 'Node.js', 'Microservices', 'Automation', 'CI/CD', 'Angular', 'Kubernetes', 'NLP', 'Azure', 'AWS', 'React', 'GCP', 'Python', 'Scala', 'TypeScript', 'Java', 'Jenkins']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700001,Bachelor in Mathematics,"['Scrum', 'WorkFusion', 'Process Mapping', 'ProcessGold', 'Documentation', 'Blue Prism', 'SAP', 'Jira', 'Python']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700002,Degree in Software Engineering,"['VBA', 'Agile', 'Orchestrator', 'Jira', 'Scrum', 'Blue Prism', 'Git', 'Excel', 'CI/CD']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700003,Bachelor in Computer Science,"['Jira', 'Git', 'CI/CD', 'Blue Prism', 'Agile', 'VBA', 'OCR', 'REST API', 'Python', 'SAP']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700004,Bachelor in Engineering,"['Jira', 'Orchestrator', 'Excel', 'Documentation']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700005,Bachelor in Computer Science,"['SQL', 'Python', 'CI/CD', 'OCR', 'Process Mapping', 'Jira']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700006,Bachelor in Mathematics,"['Blue Prism', 'Jira', 'Process Mapping', 'Agile', 'REST API', 'Excel', 'SAP', 'Linux']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700007,Bachelor in Computer Science,"['Automation Anywhere', 'VBA', 'Scrum', 'Excel', 'CI/CD', 'Linux']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700008,Master in Computer Science,"['Orchestrator', 'CI/CD', 'OCR', 'Documentation', 'Blue Prism', 'Process Mapping', 'Agile', 'Excel', 'Automation Anywhere']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700009,Bachelor in Computer Science,"['ProcessGold', 'CI/CD', 'Documentation', 'Orchestrator', 'WorkFusion', 'UiPath', 'Agile', 'Jira', 'Linux']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700010,Bachelor in Information Technology,"['Git', 'Bots', 'Jira', 'Automation Anywhere']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700011,Not Specified / Equivalent Experience,"['REST API', 'Documentation', 'Orchestrator', 'Automation Anywhere', 'Excel', 'SQL', 'Scrum', 'OCR', 'CI/CD', 'VBA']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700012,Bachelor in Computer Science,"['Orchestrator', 'Jira', 'Python', 'Bots', 'Blue Prism', 'OCR']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700013,Not Specified / Equivalent Experience,"['Automation Anywhere', 'Git', 'REST API', 'Linux', 'Bots', 'WorkFusion', 'CI/CD', 'Power Automate']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700014,Bachelor in Computer Science,"['Excel', 'Bots', 'REST API', 'Documentation', 'SQL', 'OCR', 'ProcessGold', 'Python', 'Automation Anywhere']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700015,Not Specified / Equivalent Experience,"['Jira', 'Bots', 'CI/CD', 'OCR']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700016,Not Specified / Equivalent Experience,"['Process Mapping', 'Bots', 'Python', 'Blue Prism', 'OCR', 'Documentation', 'Git', 'CI/CD', 'Automation Anywhere', 'Agile']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700017,Not Specified / Equivalent Experience,"['Process Mapping', 'CI/CD', 'OCR', 'Orchestrator', 'REST API', 'SAP']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700018,Not Specified / Equivalent Experience,"['Scrum', 'UiPath', 'Jira']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700019,Bachelor in Mathematics,"['ProcessGold', 'Jira', 'Orchestrator', 'Python', 'Power Automate']"
RPA Developer,,Extracted,https://rooster.jobs/jobs/700020,Not Specified / Equivalent Experience,"['Git', 'Documentation', 'Blue Prism', 'Process Mapping', 'Scrum']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700021,Degree in Information Systems,"['Qlik', 'MicroStrategy', 'ETL', 'Redshift', 'SSAS', 'Jira']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700022,Degree in Software Engineering,"['Agile', 'Python', 'SQL', 'Snowflake', 'Excel']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700023,Bachelor in Electronics Engineering,"['ETL', 'Looker', 'MicroStrategy', 'AWS', 'MDX', 'Tableau', 'Data Modeling']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700024,Bachelor in Engineering,"['Python', 'Cognos', 'Git', 'Data Modeling', 'AWS', 'Data Warehousing']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700025,Bachelor in Information Technology,"['ETL', 'Snowflake', 'Looker', 'Power BI', 'MDX', 'Data Warehousing', 'Agile', 'Python']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700026,Master in Computer Science,"['Scrum', 'SSRS', 'Cognos', 'Excel', 'Power BI', 'Data Modeling']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700027,Bachelor in Engineering,"['AWS', 'Snowflake', 'Data Warehousing', 'Data Modeling', 'Looker', 'SSRS', 'Power BI', 'Git', 'Python']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700028,Degree in Information Systems,"['AWS', 'Scrum', 'Data Warehousing', 'Jira', 'Python', 'SSRS', 'Looker', 'Qlik']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700029,Bachelor in Mathematics,"['Qlik', 'MDX', 'Cognos', 'AWS', 'Excel', 'Tableau']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700030,Bachelor in Information Technology,"['Jira', 'Scrum', 'Cognos']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700031,Bachelor in Engineering,"['Cognos', 'Excel', 'Git', 'Python', 'Data Warehousing', 'Jira']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700032,Bachelor in Information Technology,"['Data Modeling', 'AWS', 'Git', 'SSRS', 'Azure']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700033,Bachelor in Electronics Engineering,"['SQL', 'Scrum', 'Agile', 'SSRS', 'Qlik', 'AWS', 'Azure']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700034,Bachelor in Computer Science,"['Agile', 'SSRS', 'Power BI', 'Excel', 'Cognos', 'MDX', 'Azure', 'Data Modeling', 'AWS', 'SQL']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700035,Bachelor in Mathematics,"['Redshift', 'Looker', 'Excel', 'DAX', 'Data Modeling', 'Azure', 'MicroStrategy', 'Data Warehousing', 'Agile']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700036,Degree in Software Engineering,"['Excel', 'Azure', 'Scrum', 'Looker', 'MicroStrategy', 'Agile', 'SQL', 'AWS']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700037,Bachelor in Engineering,"['Data Modeling', 'Data Warehousing', 'Excel', 'Looker', 'Python', 'AWS', 'Agile']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700038,Degree in Software Engineering,"['Azure', 'Git', 'DAX', 'SSAS', 'ETL', 'Data Modeling', 'Snowflake']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700039,Degree in Computer Engineering,"['Data Modeling', 'Qlik', 'Power BI', 'Git', 'Redshift', 'Azure']"
BI Developer,,Extracted,https://rooster.jobs/jobs/700040,Degree in Information Systems,"['SSRS', 'AWS', 'Jira', 'Git', 'Cognos', 'Qlik', 'MDX']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700041,Bachelor in Engineering,"['Talend', 'Oracle', 'AWS', 'Spark', 'SQL', 'Python']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700042,Bachelor in Engineering,"['Ab Initio', 'Spark', 'SQL', 'Databricks', 'Talend', 'Shell Scripting', 'Oracle', 'Informatica', 'Airflow', 'Snowflake']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700043,Bachelor in Computer Science,"['Snowflake', 'AWS', 'SQL', 'Spark', 'Ab Initio', 'BigQuery', 'Matillion', 'Azure', 'SSIS']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700044,Bachelor in Engineering,"['Data Warehousing', 'Spark', 'Ab Initio', 'Pentaho', 'ETL', 'Snowflake', 'Informatica', 'Shell Scripting', 'Git']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700045,Not Specified / Equivalent Experience,"['Agile', 'Matillion', 'Data Warehousing', 'Ab Initio', 'DataStage', 'Informatica']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700046,Not Specified / Equivalent Experience,"['Talend', 'Oracle', 'Redshift', 'Data Warehousing', 'Pentaho', 'ETL', 'SSIS', 'SQL', 'Databricks', 'Snowflake']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700047,Degree in Information Systems,"['Pentaho', 'Data Warehousing', 'Git', 'Snowflake']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700048,Not Specified / Equivalent Experience,"['Pentaho', 'BigQuery', 'DataStage', 'Airflow', 'SSIS']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700049,Not Specified / Equivalent Experience,"['SQL', 'Talend', 'Redshift', 'Data Warehousing', 'Oracle', 'Ab Initio', 'Databricks']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700050,Bachelor in Information Technology,"['Oracle', 'DataStage', 'Agile', 'SQL', 'Redshift', 'Airflow', 'Talend']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700051,Bachelor in Information Technology,"['Shell Scripting', 'Spark', 'Informatica', 'Snowflake', 'SQL', 'Azure', 'Airflow']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700052,Bachelor in Computer Science,"['Spark', 'Data Warehousing', 'Matillion', 'DataStage', 'Databricks', 'Airflow', 'Shell Scripting']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700053,Bachelor in Computer Science,"['Python', 'Agile', 'Oracle', 'Azure', 'Snowflake', 'Informatica', 'Databricks']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700054,Degree in Software Engineering,"['Python', 'Informatica', 'Ab Initio', 'ETL', 'Databricks', 'Data Warehousing', 'SSIS']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700055,Degree in Computer Science,"['ETL', 'Spark', 'Talend', 'Informatica', 'Redshift', 'Shell Scripting', 'Pentaho', 'Snowflake']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700056,Bachelor in Computer Science,"['Databricks', 'Snowflake', 'Shell Scripting']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700057,Bachelor in Engineering,"['Databricks', 'BigQuery', 'ETL', 'Shell Scripting', 'Ab Initio', 'Airflow', 'AWS', 'Data Warehousing']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700058,Bachelor in Computer Science,"['Azure', 'SSIS', 'Databricks', 'Oracle']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700059,Degree in Computer Engineering,"['Oracle', 'Pentaho', 'Spark', 'SQL', 'Python', 'Shell Scripting', 'Azure']"
ETL Developer,,Extracted,https://rooster.jobs/jobs/700060,Bachelor in Electronics Engineering,"['Informatica', 'Ab Initio', 'Python', 'Pentaho', 'Azure', 'SSIS']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700061,Degree in Computer Engineering,"['Assembly', 'RTOS', 'Oscilloscope', 'Embedded Systems', 'FreeRTOS', 'Git', 'IAR Embedded Workbench', 'Hardware']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700062,Bachelor in Information Technology,"['Debugging', 'Assembly', 'C', 'JTAG', 'Linux', 'CAN Bus', 'FreeRTOS', 'Oscilloscope', 'I2C']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700063,Not Specified / Equivalent Experience,"['I2C', 'PCB', 'C++', 'Hardware']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700064,Not Specified / Equivalent Experience,"['Linux', 'PCB', 'Debugging', 'I2C', 'Hardware']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700065,Bachelor in Computer Science,"['Keil', 'Embedded Systems', 'Git', 'Assembly', 'Debugging']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700066,Bachelor in Information Technology,"['CAN Bus', 'Debugging', 'UART', 'C', 'Linux', 'Agile']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700067,Degree in Information Systems,"['Hardware', 'CAN Bus', 'Assembly']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700068,Degree in Information Systems,"['RTOS', 'Debugging', 'UART', 'Embedded Systems']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700069,Degree in Information Systems,"['Embedded Systems', 'Oscilloscope', 'Python', 'OpenOCD', 'I2C', 'Linux']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700070,Degree in Computer Engineering,"['C++', 'Keil', 'Git', 'RTOS']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700071,Degree in Information Systems,"['C', 'Agile', 'CAN Bus', 'Python', 'I2C']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700072,Bachelor in Engineering,"['Agile', 'Python', 'SPI']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700073,Degree in Computer Science,"['IAR Embedded Workbench', 'C++', 'RTOS', 'I2C', 'Agile']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700074,Bachelor in Information Technology,"['Debugging', 'UART', 'Linux', 'RTOS', 'IAR Embedded Workbench', 'Agile']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700075,Bachelor in Information Technology,"['Python', 'Oscilloscope', 'FreeRTOS', 'C', 'Agile']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700076,Bachelor in Computer Science,"['Oscilloscope', 'Hardware', 'Debugging', 'Linux', 'UART', 'FreeRTOS', 'C']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700077,Master in Computer Science,"['Debugging', 'OpenOCD', 'Assembly']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700078,Master in Computer Science,"['C', 'C++', 'Assembly', 'RTOS', 'ARM', 'CAN Bus']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700079,Degree in Software Engineering,"['OpenOCD', 'Oscilloscope', 'Keil', 'C', 'PCB', 'ARM']"
Firmware Engineer,,Extracted,https://rooster.jobs/jobs/700080,Bachelor in Engineering,"['C++', 'SPI', 'Embedded Systems', 'JTAG', 'Assembly', 'Linux', 'RTOS']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700081,Bachelor in Computer Science,"['REST API', 'Raspberry Pi', 'Arduino', 'Embedded Systems', 'RTOS']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700082,Bachelor in Mathematics,"['AWS IoT', 'Node.js', 'Embedded Systems', 'Zigbee', 'C', 'CoAP']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700083,Degree in Computer Science,"['Git', 'Arduino', 'Python', 'Security', 'Agile']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700084,Degree in Computer Science,"['Node-RED', 'REST API', 'Arduino', 'Security']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700085,Not Specified / Equivalent Experience,"['REST API', 'Node-RED', 'Agile', 'SQL']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700086,Bachelor in Engineering,"['REST API', 'Python', 'Azure IoT Hub', 'Security', 'Arduino', 'Node-RED', 'Cloud']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700087,Degree in Information Systems,"['Raspberry Pi', 'Linux', 'C', 'MQTT', 'SQL', 'CoAP']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700088,Bachelor in Mathematics,"['Raspberry Pi', 'REST API', 'Node.js', 'Networking']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700089,Bachelor in Mathematics,"['RTOS', 'C++', 'Agile', 'Linux', 'Node.js', 'C', 'Docker']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700090,Bachelor in Engineering,"['Python', 'Zigbee', 'Git', 'Embedded Systems', 'Arduino', 'Node.js', 'SQL', 'REST API']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700091,Degree in Computer Science,"['REST API', 'Zigbee', 'Agile', 'Embedded Systems', 'C', 'Linux']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700092,Degree in Information Systems,"['Python', 'Azure IoT Hub', 'Node.js', 'MQTT']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700093,Bachelor in Mathematics,"['Raspberry Pi', 'Node-RED', 'Python', 'RTOS', 'LoRaWAN', 'SQL']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700094,Bachelor in Engineering,"['AWS IoT', 'Git', 'Networking', 'CoAP', 'Cloud', 'Embedded Systems', 'Security']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700095,Degree in Information Systems,"['Arduino', 'RTOS', 'Security', 'Agile', 'Docker', 'AWS IoT', 'Git']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700096,Bachelor in Information Technology,"['Raspberry Pi', 'Embedded Systems', 'SQL', 'Linux', 'Node-RED', 'Agile', 'RTOS']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700097,Bachelor in Mathematics,"['C++', 'REST API', 'C', 'CoAP', 'MQTT', 'Arduino']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700098,Degree in Information Systems,"['SQL', 'Agile', 'RTOS', 'MQTT', 'C++']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700099,Bachelor in Computer Science,"['SQL', 'Python', 'Node-RED', 'CoAP', 'Docker', 'Arduino', 'Cloud']"
IoT Engineer,,Extracted,https://rooster.jobs/jobs/700100,Bachelor in Mathematics,"['Zigbee', 'Arduino', 'Cloud', 'Security', 'C++', 'LoRaWAN', 'Docker', 'SQL', 'Embedded Systems', 'MQTT']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700101,Degree in Software Engineering,"['Python', 'Confluence', 'Tableau', 'ServiceNow', 'Documentation', 'Stakeholder Management']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700102,Degree in Software Engineering,"['Requirements Gathering', 'Python', 'UML', 'Data Analysis', 'Oracle', 'Power BI', 'Scrum', 'Excel', 'Confluence']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700103,Bachelor in Computer Science,"['Requirements Gathering', 'Visio', 'Python', 'Agile']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700104,Degree in Computer Science,"['Visio', 'Stakeholder Management', 'Excel', 'Documentation', 'Data Analysis', 'Python', 'SQL', 'Confluence']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700105,Degree in Computer Science,"['Jira', 'Tableau', 'SQL', 'Excel', 'Python', 'UML']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700106,Bachelor in Information Technology,"['ServiceNow', 'Documentation', 'Data Analysis', 'Oracle', 'Confluence', 'UML']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700107,Degree in Software Engineering,"['SQL', 'Visio', 'Lucidchart', 'Scrum', 'Documentation', 'Power BI']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700108,Master in Computer Science,"['Excel', 'Agile', 'ServiceNow', 'Oracle', 'Visio', 'Lucidchart', 'Power BI']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700109,Not Specified / Equivalent Experience,"['Tableau', 'SQL', 'Stakeholder Management', 'Data Analysis', 'Requirements Gathering', 'Power BI', 'Jira']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700110,Bachelor in Mathematics,"['UML', 'Excel', 'Agile']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700111,Degree in Computer Science,"['Documentation', 'Stakeholder Management', 'Power BI', 'ServiceNow', 'Agile', 'Data Analysis', 'Tableau']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700112,Degree in Information Systems,"['Scrum', 'Documentation', 'UML', 'Jira']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700113,Bachelor in Electronics Engineering,"['Data Analysis', 'Jira', 'Agile', 'Scrum', 'Power BI']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700114,Not Specified / Equivalent Experience,"['Agile', 'SAP', 'Power BI', 'Oracle', 'Python', 'Requirements Gathering', 'SQL', 'Confluence', 'Lucidchart']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700115,Master in Computer Science,"['Excel', 'Python', 'Agile', 'Documentation', 'Scrum', 'SAP']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700116,Bachelor in Engineering,"['SAP', 'Requirements Gathering', 'Excel', 'BPMN']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700117,Bachelor in Computer Science,"['SQL', 'Stakeholder Management', 'Documentation', 'Agile', 'UML']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700118,Bachelor in Computer Science,"['Excel', 'Documentation', 'BPMN', 'Stakeholder Management', 'UML', 'Agile', 'Power BI', 'Jira', 'Oracle', 'Scrum']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700119,Master in Computer Science,"['Documentation', 'Tableau', 'SQL', 'ServiceNow', 'Agile']"
Systems Analyst,,Extracted,https://rooster.jobs/jobs/700120,Degree in Computer Science,"['Power BI', 'Oracle', 'Requirements Gathering', 'BPMN', 'Data Analysis', 'SQL', 'Tableau', 'Documentation']"
GIS Developer,,Extracted,https://rooster.jobs/jobs/700121,Bachelor in Computer Science,"['ArcGIS', 'Java', 'QGIS', 'ArcPy', 'REST API', 'SQL', 'Spatial Data', 'R', 'Leaflet', 'JavaScript']"
GIS Developer,,Extracted,https://rooster.jobs/jobs/700122,Degree in Software Engineering,"['Spatial Data', 'SQL', 'Leaflet', 'R', 'Mapbox', 'GeoServer', 'JavaScript', 'Data Analysis', 'PostGIS', 'Python']"
GIS Developer,,Extracted,https://rooster.jobs/jobs/700123,Degree in Computer Science,"['R', 'Leaflet', 'GDAL', 'Spatial Data', 'ArcPy', 'REST API', 'Python', 'Linux', 'Git']"
